country,article_name,revision_id,article_quality
Russia,Georg von Cancrin,730860769,Stub
Salvadoran,Francisco Malespín,730864227,Stub
Switzerland,Léon Nicole,730875378,Stub
Hungary,Valéria Benke,730887642,Stub
Tonga,Viliami Latu,730898629,Stub
Tonga,Viliami Tangi,730898689,Stub
Portugal,Teresa Patrício de Gouveia,730898693,Stub
Portugal,Maria do Carmo Seabra,730903399,Stub
Federated States of Micronesia,Jacob Nena,730909165,Stub
Iceland,Jónína Bjartmarz,730911802,Stub
Iceland,Kolbrún Halldórsdóttir,730912050,Stub
Iceland,Ingibjörg Pálmadóttir,730913233,Stub
Hungary,Zsolt Páva,730941193,Stub
Finland,Tytti Isohookana-Asunmaa,730945448,Stub
Finland,Suvi-Anne Siimes,730946679,Stub
Sweden,Ella Tengbom-Velander,730947032,Stub
Mexico,Víctor Bravo Ahuja,730949261,Stub
Afghanistan,Mohammad Gul (Helmand Council),730949872,Stub
Pakistan,Mahesh Kumar Malani,730950147,Stub
Nepal,Janata Dal (Samajbadi Prajatantrik),730958820,Stub
Spain,Pedro Sánchez Rendón,730969174,Stub
Portugal,"Gonçalo Coutinho, 2nd Count of Marialva",730973052,Stub
Portugal,Vasco Martins de Sousa,730973092,Stub
Paraguay,Liberato Marcial Rojas,730992337,Stub
Ukraine,Mykhailo Bondarenko,731004073,Stub
Moldova,Emanoil Catelli,731019713,Stub
Nigeria,Ojo Maduekwe,731021539,Stub
Moldova,Nicolae Testemițanu,731027938,Stub
France,Louis Grégoire Deschamps Destournelles,731031647,Stub
Poland,Maciej Grabowski,731031879,Stub
France,Marie Jean François Philibert Lecarlier d'Ardon,731032174,Stub
Spain,Melchor de Navarrete,731071632,Stub
Bahrain,Isa bin Abdulrahman Al Hammadi,731093123,Stub
Somalia,Mohamoud Mohamed Guled,731100128,Stub
France,Jean-Marie Girault,731115379,Stub
Switzerland,Maximilian Jaeger,731124391,Stub
India,Sohan Singh Thandal,731125096,Stub
Pakistan,Jamal Leghari,731135999,Stub
Myanmar,Ohn Maung,731177059,Stub
China,Sun Jiagan,731193147,Stub
United Kingdom,Thomas Hodges (Governor of Bombay),731193594,Stub
South Sudan,Zakaria Chol Gideon Gakmar,731201083,Stub
Romania,Ghiță Moscu,731211657,Stub
Cuba,Vicente Manuel de Céspedes,731223730,Stub
Cameroon,Titus Edzoa,731230666,Stub
Moldova,Alexandru Diordiță,731267681,Stub
Nigeria,Clifford Ohiagu,731276297,Stub
Nigeria,Njoku Nnamdi,731276344,Stub
Nigeria,Iheanacho Obioma,731276359,Stub
Nigeria,Uchechukwu N. Maduako,731276379,Stub
Nigeria,Anthony Eze Enwereuzor,731276422,Stub
Nigeria,Macebuh Chinonyerem,731276452,Stub
Nigeria,Nwakanwa Chimaobi,731276490,Stub
Nigeria,Ameh Ebute,731276619,Stub
Nepal,Sahana Pradhan,731298989,Stub
Afghanistan,Ahmad Shah Khan Asakzai,731353196,Stub
Iraq,Muhammad Mahdi Salih,731384242,Stub
Afghanistan,Kashmir Khan,731397902,Stub
Australia,William Paul (Australian politician),731418975,Stub
Japan,Eisuke Hinode,731438482,Stub
Sweden,Ingemund Bengtsson,731451043,Stub
Sweden,Jarl Hjalmarson,731453635,Stub
United Kingdom,Paul Dalrymple Butler,731454773,Stub
Pitcairn Islands,Jonathan Sinclair,731458576,Stub
Greece,Andreas Miaoulis (born 1869),731488694,Stub
Netherlands,Cornelis van Aarsens,731511066,Stub
Afghanistan,Haroon al-Afghani,731512019,Stub
United States,William H. Stead,731519296,Stub
Uruguay,Duncan Stewart (Uruguayan politician),731523412,Stub
France,François Duval (politician),731529778,Stub
United Kingdom,Oliver Nicolls,731535796,Stub
Peru,Gonzalo García Núñez,731536602,Stub
Austria,Helmut Böck (diplomat),731538948,Stub
Ireland,Henry Coyle (politician),731539148,Stub
Lithuania,Justinas Staugaitis,731566260,Stub
Nicaragua,José Núñez (President of Nicaragua),731567417,Stub
Sweden,Gösta Bagge,731574335,Stub
Nigeria,Tanimowo Ogunlesi,731579887,Stub
Israel,Wolf Gold,731597504,Stub
Nepal,Prakash Koirala,731622427,Stub
Liberia,Lewis Brown (Liberia),731622463,Stub
France,"Louis Phélypeaux, marquis de La Vrillière",731623211,Stub
Bulgaria,Pencho Zlatev,731627850,Stub
Australia,William Higson,731656768,Stub
Australia,Robert Lord (Australian politician),731656969,Stub
United States,William B. Camp,731660598,Stub
South Africa,Graham McIntosh,731662335,Stub
Liberia,Momolu Dukuly,731665566,Stub
Uruguay,Héctor Grauert,731667202,Stub
Pakistan,Syed Ali Qutab Shah Rizvi,731667569,Stub
Portugal,Ernâni Lopes,731671017,Stub
Argentina,Ángel Gallardo,731691881,Stub
Germany,Martin Grüner,731732309,Stub
Germany,Wilhelm Haferkamp,731732401,Stub
Germany,Walter Wallmann,731738359,Stub
China,Zhang Zhijun,731744819,Stub
Chad,Dunama IX Lefiami,731749611,Stub
France,Antoine Bertier,731756832,Stub
Romania,Pompiliu Ștefu,731767160,Stub
Finland,Väinö Leskinen,731770906,Stub
Malaysia,Kamarulzaman Teh,731781828,Stub
Serbia,Ivo Visković,731786448,Stub
Spain,Jordi Miralles,731788969,Stub
Sweden,Herman Wrangel,731794220,Stub
Finland,Pekka Aakula,731805771,Stub
Finland,Artturi Aalto,731805829,Stub
Finland,Kalle Aalto,731805903,Stub
Finland,Fanny Ahlfors,731805963,Stub
Finland,Ivar Alanen,731805998,Stub
Finland,August Hjelt,731808702,Stub
Cape Colony,James Sivewright,731817397,Stub
Slovenia,Tomaž Marušič,731848951,Stub
Croatia,Pavao Muhić,731856594,Stub
Armenia,Stepan Stepanian,731877906,Stub
Romania,Costin Borc,731892475,Stub
Germany,Hermann Dietrich,731899371,Stub
Germany,Ignaz Kiechle,731902994,Stub
Cape Colony,William Downes Griffith,731908828,Stub
Finland,Toivo Wiherheimo,731910771,Stub
France,Pierre Fauchon,731931234,Stub
Mauritius,Rama Sithanen,731947303,Stub
China,Li Jingtian,731968478,Stub
Austria,Vera Lischka,731975089,Stub
Sweden,Carl Löwenhielm,731979798,Stub
Sierra Leone,Diana Finda Konomanyi,731993610,Stub
Iran,Mohammad Bagheri (politician),731995279,Stub
Ireland,Herbert Gallagher,732006763,Stub
Philippines,Antonio Gerona,732037134,Stub
Bangladesh,M. Yousuf Ali,732055398,Stub
Martinique,List of Presidents of the Regional Council of Martinique,732059763,Stub
Australia,Bill Prest,732060556,Stub
Australia,Tom Harris (Australian politician),732063939,Stub
Turkey,Deputy Speaker of the Grand National Assembly,732064795,Stub
Italy,Maria Goia,732070138,Stub
Australia,Noel Padgham-Purich,732089980,Stub
Iraq,Rafi Daham al-Tikriti,732097548,Stub
Tokelauan,Neil Walter,732100626,Stub
United Kingdom,"Francis Norris, 1st Earl of Berkshire",732108083,Stub
Iran,Javad Arianmanesh,732113043,Stub
Italy,Giovanni Conti (politician),732155571,Stub
Tanzania,Nuru Awadhi Bafadhili,732171396,Stub
Greece,Nikolaos Makris,732179557,Stub
Spain,Juan de la Jaraquemada,732190131,Stub
Belgium,Cathy Berx,732214547,Stub
Ghana,Fritz Kwabena Poku,732219593,Stub
Benin,Pascal Chabi Kao,732223510,Stub
Jamaica,List of Speakers of the House of Representatives of Jamaica,732225589,Stub
Ethiopia,List of rulers of Welayta,732225834,Stub
Belgium,Milou Jeunehomme,732227753,Stub
France,Lionel Beffre,732238787,Stub
Belgium,Pierre Van Humbeeck,732246853,Stub
Belgium,Sandor Szondi,732256667,Stub
Uruguay,Sergio Previtali,732258141,Stub
Liberia,J. J. Dossen,732263636,Stub
Belgium,Laurent Merchiers,732269171,Stub
French Guiana,Presidents of the Regional Council of French Guiana,732283076,Stub
Guatemala,Carlos Castillo Medrano,732283089,Stub
Central African Republic,Jean-Jacques Démafouth,732296546,Stub
Solomon Islands,Moses Garu,732297126,Stub
Uruguay,Francisco Bauzá,732298946,Stub
Netherlands,Pieter Steyn,732312676,Stub
Cambodia,Cambodian People's Party–FUNCINPEC coalition agreement,732331264,Stub
Belgium,Arthur Vanderpoorten,732333294,Stub
Barbados,Patricia Symmonds,732352772,Stub
Austria,George Abraham von Dyhrn,732354913,Stub
Philippines,Diego Ronquillo,732375306,Stub
Philippines,Lord Allan Jay Velasco,732380888,Stub
Brazil,Renato Archer,732415690,Stub
Norway,Jens Aars,732416233,Stub
Norway,Nils Fredrik Julius Aars,732416235,Stub
Norway,Hans Aarstad,732416269,Stub
Norway,Haagen Ludvig Bergh,732416673,Stub
Norway,Gunner Berg,732416677,Stub
Norway,Ole Bergesen (1832),732416693,Stub
Norway,Peter Munch Brager,732416808,Stub
Norway,Just Bing Ebbesen,732417139,Stub
Norway,Peter Hersleb Harboe Castberg,732417144,Stub
Norway,Claus Daae,732417163,Stub
Norway,Nils Nilssøn Dahl,732417182,Stub
Norway,Bernhard Ludvig Essendrop,732417310,Stub
Norway,Alfred Eriksen,732417318,Stub
Norway,Kari Garmann,732417622,Stub
Norway,Jørres Schelderup Hansen,732418172,Stub
Norway,Julius Christopher Hammer,732418189,Stub
Norway,Georg Prahl Harbitz,732418432,Stub
Norway,Leonhard Christian Borchgrevink Holmboe,732418561,Stub
Norway,Niels Hertzberg,732418602,Stub
Norway,Prableen Kaur,732419105,Stub
Norway,Christopher Knudsen,732419157,Stub
Norway,Hans Jensen Krog,732419389,Stub
Norway,Hans Nicolai Lange,732419391,Stub
Norway,Ole Arntzen Lützow-Holm,732419707,Stub
Norway,Målfrid Longva,732419722,Stub
Norway,Jon Jørundson Mannsåker,732419842,Stub
Norway,Bernt Sverdrup Maschmann,732419847,Stub
Norway,Turid Kjellmann Pedersen,732420432,Stub
Norway,Ole Richter,732420465,Stub
Norway,Aage Schavland,732420717,Stub
Norway,Inger Aarø Spiten,732421144,Stub
Norway,Kjersti Stenseng,732421156,Stub
Norway,Jakob Sverdrup (politician),732421190,Stub
Norway,Harald Ulrik Sverdrup (politician),732421272,Stub
Norway,Søren Wilhelm Thorne,732421411,Stub
Norway,Kristian Tønder,732421450,Stub
Norway,Tone-Helen Toften,732421458,Stub
Norway,Paul Vinsnes,732421690,Stub
Norway,Niels Nielsen Vogt,732421745,Stub
Norway,Jacob Andreas Wille,732421855,Stub
Norway,Hans Wille,732421856,Stub
Norway,Astrid Bekkenes,732422102,Stub
Norway,Ellen Bergli,732422115,Stub
Norway,Klara Berg,732422122,Stub
Norway,Målfrid Floan Belbo,732422129,Stub
Norway,Anne Marie Blomstereng,732422138,Stub
Norway,Marion Gunstveit Bojanowski,732422182,Stub
Norway,Amund Nøkleby Bentzen,732422208,Stub
Norway,Kristin K. Devold,732422240,Stub
Norway,Anette Wiig Bryn,732422249,Stub
Norway,Birgit Dalland,732422265,Stub
Norway,Cathrin Bretzeg,732422269,Stub
Norway,Sara Stockfleth Christie,732422312,Stub
Norway,Vivian Knarvik Bugge,732422345,Stub
Norway,Tone Heimdal Brataas,732422368,Stub
Norway,Ingrid Fiskaa,732422481,Stub
Norway,Siri Hov Eggen,732422501,Stub
Norway,Aud Folkestad,732422540,Stub
Norway,Åslaug Grinde,732422548,Stub
Norway,Helen Fløisand,732422584,Stub
Norway,Ole Henrik Grønn,732422605,Stub
Norway,Gunn Elin Flakne,732422636,Stub
Norway,Ingjerd Thon Hagaseth,732422779,Stub
Norway,Siv Elin Hansen,732422780,Stub
Norway,Alvhild Hedstein,732422814,Stub
Norway,Rita Haugerud,732422837,Stub
Norway,Ida Marie Holen,732422890,Stub
Norway,Åshild Haugland,732422892,Stub
Norway,Marit Svarva Henriksen,732422913,Stub
Norway,Astrid Dirdal Hegrestad,732422914,Stub
Norway,Sissel Knutsen Hegdal,732422916,Stub
Norway,Bjørg Holmsen,732422921,Stub
Norway,Margaret E. Hillestad,732422926,Stub
Norway,Jennie Johnsen,732422932,Stub
Norway,Kari Husøy,732422941,Stub
Norway,Gudrun Tandberg Høykoll,732422949,Stub
Norway,Åse Lill Kimestad,732422959,Stub
Norway,Hege Jensen,732423047,Stub
Norway,Lotte Grepp Knutsen,732423172,Stub
Norway,Rangdi Krogstad,732423189,Stub
Norway,Kristin Moe,732423286,Stub
Norway,Nina Mjøberg,732423288,Stub
Norway,Bjørg Tysdal Moe,732423311,Stub
Norway,Tone Liljeroth,732423352,Stub
Norway,Kjell Erik Øie,732423367,Stub
Norway,Jorid Holstad Nordmelan,732423489,Stub
Norway,Randi Øverland,732423527,Stub
Norway,Kirsten Reitan,732423603,Stub
Norway,Marie Borge Refsum,732423620,Stub
Norway,Kari Raustein,732423697,Stub
Norway,Britt Schultz,732423724,Stub
Norway,Anna Kristine Jahr Røine,732423806,Stub
Norway,Anne Sandum,732423926,Stub
Norway,Kari Sørheim,732424064,Stub
Norway,Edel Viola Ski,732424121,Stub
Norway,Greta Johanne Solfall,732424137,Stub
Norway,Morten Strand,732424166,Stub
Norway,Ruth Stenersen,732424184,Stub
Norway,Per Tønder,732424201,Stub
Norway,Bente Øyan Sveum,732424238,Stub
Norway,Frøydis Elisabeth Sund,732424261,Stub
Norway,Laila Thorsen,732424265,Stub
Norway,Hanne Thürmer,732424275,Stub
Norway,Martha Seim Valeur,732424323,Stub
Norway,Ingeborg Wærstad,732424396,Stub
Norway,Line Vennesland,732424401,Stub
Russia,Mikhail Mikhailovich Golitsyn (admiral),732425100,Stub
Nigeria,Raphael Nomiye,732432078,Stub
Venezuela,Reinaldo Leandro Mora,732433158,Stub
Sweden,C.-H. Hermansson,732434054,Stub
Spain,Alonso de Escobar,732437615,Stub
Spain,Diego Pérez Moreno,732437774,Stub
Brazil,José Carlos da Silva Mayrink Ferrão,732438356,Stub
Syria,Mohammad Jihad al-Laham,732438376,Stub
South Africa,Mildred Oliphant,732443507,Stub
Chile,José María Urrutia Manzano,732458192,Stub
Italy,Giovanni Paradisi,732466394,Stub
Nicaragua,José María Guerrero de Arcos y Molina,732471413,Stub
Netherlands,Hubert Fermina,732483398,Stub
Estonia,Paul Varul,732483668,Stub
Estonia,Sakarias Jaan Leppik,732483670,Stub
Netherlands,Jacques de Kadt,732484674,Stub
Netherlands,Henk Zeevalking,732484945,Stub
Netherlands,Jan Donner,732485119,Stub
Netherlands,Frans Beelaerts van Blokland,732485136,Stub
Netherlands,Johannes Adrianus van den Bosch,732485148,Stub
Netherlands,Jannes Pieter Mazure,732485308,Stub
Netherlands,Cornelis Pijnacker Hordijk,732485329,Stub
Netherlands,Willem Frederik Rochussen,732485332,Stub
Netherlands,Martin Pascal Hubert Strens,732485342,Stub
Martinique,André Lesueur,732488768,Stub
Poland,Tomasz Lipiec,732528068,Stub
Australia,Ray Hanrahan,732533634,Stub
Poland,Karol Fryderyk Woyda,732553483,Stub
Maldives,Saleem Ali (politician),732568340,Stub
Pakistan,Mumtaz Jajja,732578311,Stub
Denmark,Hannibal Sehested (council president),732615415,Stub
India,Srikumar Mukherjee,732643498,Stub
Germany,Helmut Schlesinger,732650340,Stub
Russia,Grigory Aleksinsky,732684495,Stub
Niger,Women in Niger,732698569,Stub
Netherlands,Peter Schalk,732704363,Stub
Netherlands,Diederik van Dijk,732704395,Stub
Ghana,Jacob Otanka Obetsebi-Lamptey,732712623,Stub
Norway,Peter Mentz Jebsen,732736435,Stub
India,N Gokulakrishnan,732801963,Stub
India,Anil Kumar Sahani,732802068,Stub
India,Harivansh Narayan Singh,732802209,Stub
India,A V Swamy,732802243,Stub
Mexico,Reynaldo Escobar Pérez,732812304,Stub
Israel,Moti Sasson,732812918,Stub
Greece,Georg Ludwig von Maurer,732862650,Stub
Germany,Ellen Ammann,732862721,Stub
Germany,Adolf Damaschke,732862851,Stub
Germany,Ernst Höfner,732862897,Stub
Germany,Franz Bracht,732862932,Stub
Germany,Willy Rumpf,732863087,Stub
Germany,Christof Leng,732863293,Stub
Germany,Manfred Ostermann,732863323,Stub
Nauru,David Agir,732865003,Stub
Guyana,Robert Victor Evan Wong,732874224,Stub
Ghana,Musheibu Mohammed Alfa,732879377,Stub
Myanmar,Mahn Ba Khaing,732951234,Stub
Myanmar,Ba Cho,732951252,Stub
Cyprus,Costas Kadis,732969018,Stub
Namibia,Tjekero Tweya,732970610,Stub
Turkey,İhsan Saraçlar,732977188,Stub
Kenya,Soita Shitanda,732991530,Stub
Myanmar,Ohn Myint (politician),732996942,Stub
Myanmar,Maung Myint,733024721,Stub
Lebanon,Mohamad Jawad Khalifeh,733040012,Stub
"Congo, Dem. Rep. of",Clovis Kabongo Malemba,733051797,Stub
Iceland,Hjörleifur Guttormsson,733060744,Stub
Italy,Loris Fortuna,733078880,Stub
Finland,Otto Wrede,733081138,Stub
United Arab Emirates,Saeed Khalifa Humeid Al Rumaithi,733088513,Stub
Greece,Markos Natsinas,733093174,Stub
Greece,Dimitris Beis,733093255,Stub
Greece,Dimitris Tsovolas,733093276,Stub
Greece,Konstantinos Triaridis,733093336,Stub
Bulgaria,Svilen Neykov,733098061,Stub
India,Pabitra Kar,733099701,Stub
Italy,Bonaldo Stringher,733101881,Stub
Netherlands,Theodorus Marinus Roest van Limburg,733119825,Stub
Paraguay,Juan José Medina,733120690,Stub
Uruguay,Flag of Artigas,733128862,Stub
Netherlands,Paul de Groot,733158518,Stub
Netherlands,David Wijnkoop,733158753,Stub
Trinidad and Tobago,Arnold Piggott,733212457,Stub
Netherlands,Adri van Heteren,733213304,Stub
Ukraine,Yaryna Turchyn,733222124,Stub
Madagascar,Benjamin Rabenorolahy,733259177,Stub
Germany,Walter Köhler,733262800,Stub
Portugal,Luís da Cunha,733266868,Stub
Austria,Josef Buchner,733344738,Stub
Finland,Pekka Ahmavaara,733364334,Stub
France,Martin Nadaud,733372555,Stub
Philippines,Adam Jala,733390369,Stub
Lithuania,Vytautas Astrauskas (physician),733425882,Stub
Iraq,Jasim Mohammed Jaafar,733441710,Stub
Canada,Louis Singer,733451024,Stub
Switzerland,Paul Speiser,733464779,Stub
Finland,Rosa Meriläinen,733502902,Stub
Switzerland,Virgile Rossel,733509439,Stub
Japan,Kōzō Sasaki,733521939,Stub
Bulgaria,Todor Kavaldzhiev,733523792,Stub
Finland,Hugo Rautapää,733529485,Stub
Lebanon,Nicholas Nahas,733541272,Stub
Romania,List of Romanian politicians,733544685,Stub
Armenia,Armen Martirosyan (Heritage),733554641,Stub
Poland,Jerzy Zdziechowski,733566746,Stub
Brazil,Paulo Rocha (politician),733585785,Stub
Brazil,Garibaldi Alves,733588006,Stub
Brazil,Regina Sousa,733589803,Stub
Brazil,Raimundo Lira,733592360,Stub
Ivorian,Daniel Aka Ahizi,733596387,Stub
Italy,Secretary of the Democrats of the Left,733597051,Stub
Brazil,Dalirio Beber,733605391,Stub
Brazil,Fátima Bezerra,733646947,Stub
United Kingdom,Alfred Walton,733672702,Stub
Poland,Jan Olbrycht,733682143,Stub
Myanmar,Than Aung,733702862,Stub
Norway,Liv Monica Stubholt,733716093,Stub
Belgium,Gilbert Temmerman,733742096,Stub
Pakistan,Rafique Haider Khan Leghari,733745286,Stub
France,Céleste Bulkeley,733769479,Stub
Italy,Sallustio Bandini,733787955,Stub
Salvadoran,Rodrigo Ávila,733791467,Stub
Pakistan,Wahid Baksh Bhutto,733798233,Stub
Brazil,Ataídes Oliveira,733812912,Stub
Germany,Jacob Sturm von Sturmeck,733839498,Stub
Greece,Ali Dino,733861197,Stub
Hungary,Pál Szinyei Merse,733863170,Stub
Japan,Noboru Kousaka,733872942,Stub
Mexico,María del Carmen Mendoza Flores,733885110,Stub
United States,Henry A. Moehlenpah,733895312,Stub
France,Philippe Loiseau,733897420,Stub
Brazil,Ângela Portela,733914067,Stub
Switzerland,Jules Roguin,733931731,Stub
Switzerland,Arnold Otto Aepli,733932577,Stub
Switzerland,Albert Ammann,733932605,Stub
Switzerland,Martin Birmann,733932704,Stub
Switzerland,Othmar Blumer,733932731,Stub
Switzerland,Alphonse Bory,733932743,Stub
Switzerland,Charles Friderich,733933120,Stub
Switzerland,Daniel Wirth,733933147,Stub
Switzerland,Gottlieb Ziegler,733933162,Stub
Switzerland,Carl Feer-Herzog,733933184,Stub
Switzerland,James Fazy,733933194,Stub
Switzerland,Friedrich Eggli,733933207,Stub
Switzerland,Johann Jakob Trog,733933288,Stub
Switzerland,Heinrich Gustav Schoch,733933329,Stub
Switzerland,Antoine Vessaz,733933369,Stub
Switzerland,Henri Gaspard de Schaller,733933407,Stub
Switzerland,Peter Gerber (politician),733933421,Stub
Switzerland,Henri de Torrenté,733933448,Stub
Switzerland,Johann Jakob Hohl,733933470,Stub
Switzerland,Luzius Raschein,733933497,Stub
Switzerland,Josef Hildebrand (politician),733933517,Stub
Switzerland,Rinaldo Simen,733933539,Stub
Switzerland,Aimé Humbert,733933668,Stub
Switzerland,Adam Herzog,733933683,Stub
Switzerland,Nicolaus Hermann,733933703,Stub
Switzerland,Georg Leumann,733933806,Stub
Switzerland,Alphons Koechlin,733933821,Stub
Switzerland,Armin Kellersberger,733933846,Stub
Switzerland,Emil Isler,733933865,Stub
Switzerland,Wilhelm Vigier,733934068,Stub
Switzerland,Casimir Pfyffer,733934107,Stub
Switzerland,Jakob Huldreich Bachmann,733934176,Stub
Switzerland,Joseph Stockmar,733934199,Stub
Switzerland,Rudolf Gallati,733934228,Stub
Switzerland,Arnold Robert,733934781,Stub
Switzerland,Antonio Riva (politician),733934800,Stub
Switzerland,Robert Reimann (politician),733935182,Stub
Switzerland,Karl Reichlin,733935235,Stub
Switzerland,Albert Scherb,733935298,Stub
Switzerland,Samuel Schwarz (politician),733935344,Stub
Switzerland,Abraham Stocker,733935349,Stub
Switzerland,Adrien Thélin,733935360,Stub
Switzerland,Robert Grieshaber,733935371,Stub
Switzerland,Johann Joseph Keel,733935395,Stub
Switzerland,Hermann Heller (Swiss politician),733935418,Stub
Switzerland,Clemens Iten,733935456,Stub
Switzerland,Johann Weber,733935517,Stub
Switzerland,Adalbert Wirz,733935593,Stub
Switzerland,Theodor Wirz,733935611,Stub
Switzerland,Esajas Zweifel,733935636,Stub
Switzerland,Andreas Rudolf von Planta,733935684,Stub
Switzerland,Eduard Marti,733935789,Stub
Switzerland,Erwin Kurz,733935804,Stub
Switzerland,Jakob Robert Steiger,733935868,Stub
Switzerland,Johann Matthias Hungerbühler,733935874,Stub
Switzerland,Jules Martin,733935894,Stub
Switzerland,Jules Philippin,733935909,Stub
Switzerland,Simon Kaiser,733935913,Stub
Switzerland,Henri Morel (Swiss politician),733935981,Stub
Switzerland,Georges Favon,733935992,Stub
Switzerland,Karl Zyro,733936004,Stub
Switzerland,Karl Burckhardt,733936013,Stub
Switzerland,Arnold Künzli,733936025,Stub
Switzerland,Rudolf Brunner,733936036,Stub
Switzerland,Joseph Kuntschen,733936080,Stub
Switzerland,Carl Spahn,733936085,Stub
Luxembourg,Alphonse Osch,733952379,Stub
Portugal,Afonso Pires Gato,733958868,Stub
Iceland,Sólveig Pétursdóttir,733978362,Stub
Italy,Ugo da Parlascio Ebriaco,733990419,Stub
Hungary,Dénes Pázmándy (1816–1856),734012663,Stub
Philippines,Women and government in the Philippines,734014018,Stub
Tanzania,Frederick Sumaye,734019080,Stub
Austria,Christoph Leitl,734044720,Stub
Bangladesh,A. S. M. Abdur Rab,734052834,Stub
Iraq,Mohammed Shakir (Iraqi politician),734073607,Stub
Ukraine,Oleg Riabokon,734087567,Stub
Somalia,Abdihamid Sheikh Abdisalam Isse,734103219,Stub
South Sudan,Simon Kun Puoch,734111306,Stub
Egypt,Mohammed Ragab Ahmad,734122106,Stub
Yemen,Ahmed Mohammed (Yemeni politician),734122187,Stub
Belgium,Lydia De Pauw,734125673,Stub
Russia,Alexander Ryazanov,734130086,Stub
Somalia,Jeylani Nur Ikar,734136488,Stub
Portugal,José Adriano Pequito Rebelo,734136897,Stub
Germany,Rupert Scholz,734138330,Stub
Portugal,António Luís Gomes,734178880,Stub
South Africa,Frank Mdlalose,734215262,Stub
France,Napoléon Joseph Ney,734221994,Stub
Malta,Michael Refalo,734260518,Stub
Liberia,Wesley Momo Johnson,734313660,Stub
Hungary,Imre Horváth,734323562,Stub
Costa Rica,Florencio del Castillo,734344899,Stub
Finland,Jalmar Castrén,734346024,Stub
Brazil,Roberto Muniz (politician),734351971,Stub
Brazil,Wilder Morais,734353865,Stub
Palestinian Territory,Interior Minister of the Palestinian National Authority,734366909,Stub
Bolivia,Hilarión Daza,734367264,Stub
France,Claude Alphonse Delangle,734367676,Stub
South Sudan,Joseph Nyiegele Pacifo,734368338,Stub
Gabon,Pierre Sockat,734390021,Stub
Qatar,Hamad bin Jabor bin Jassim Al Thani,734393180,Stub
Myanmar,Thakin Mya,734399076,Stub
Myanmar,Ba Win,734399979,Stub
Estonia,Tõnis Kint,734419378,Stub
Mozambique,Alberto Massavanhane,734427682,Stub
Luxembourg,Pierre Mellina,734437805,Stub
Finland,Iida Vemmelpuu,734474605,Stub
Canada,Edward Whelan (Canadian politician),734484063,Stub
Myanmar,Sao Hkun Hkio,734484672,Stub
Myanmar,Sao San Tun,734484792,Stub
Germany,Hermann Wittich,734485661,Stub
Belgium,Hugo Adriaensens,734486299,Stub
Myanmar,Thein Pe Myint,734498999,Stub
Finland,Wilhelm Alexander Thesleff,734511726,Stub
Philippines,Nikki Coseteng,734521419,Stub
United States,John Kostuck,734527671,Stub
Azerbaijan,Rasim Musabayov,734540809,Stub
Italy,Pietro Moscati,734550538,Stub
Tunisia,Mahmoud El Materi,734611180,Stub
Portugal,"Vasco Fernandes Coutinho, lord of Couto",734619908,Stub
Portugal,Estevão Martins de Leomil,734620074,Stub
Portugal,Egas Garcia da Fonseca,734620501,Stub
South Africa,Thozamile Botha,734640011,Stub
Myanmar,Sao Saimong,734648115,Stub
Azerbaijan,Sadykh bey Aghabeyov,734662009,Stub
Faroese,Lisbeth L. Petersen,734668075,Stub
Azerbaijan,Shikhali Gurbanov,734672773,Stub
France,Gustave Hervé,734692582,Stub
Poland,Zygmunt Marek,734695596,Stub
Philippines,Jose Antonio Veloso,734746670,Stub
Philippines,Jane Censoria Cajes–Yap,734747650,Stub
China,Li Weihan,734756202,Stub
Vietnam,Đồng Sĩ Nguyên,734768346,Stub
Hungary,Lajos Fodor,734768903,Stub
Hungary,Elemér Gergátz,734771077,Stub
Canada,Wilfred McDonald,734799659,Stub
China,Huang Xiaojing,734801573,Stub
United Arab Emirates,Hamdan bin Mohammed Al Nahyan,734813884,Stub
United States,John G. King (politician),734832431,Stub
Belize,Lisa Shoman,734840879,Stub
China,Li Yan (Wu),734847782,Stub
Botswana,Francis James Newton,734858030,Stub
Botswana,Jules Ellenberger,734858064,Stub
South Africa,Marshall Campbell,734865369,Stub
Japan,Tatsuo Ozawa,734883244,Stub
Russia,Filipp Vigel,734883389,Stub
France,Louis de Frotté,734899773,Stub
Brazil,Otto Alencar,734936505,Stub
Cameroon,Patrick Nwakamma Ottih,734957625,Stub
Brazil,Armando Monteiro,734962885,Stub
Brazil,José Reguffe,734969465,Stub
Spain,Ángela Bachiller,734972535,Stub
Ukraine,Natalia Galibarenko,734983230,Stub
Cameroon,Victor Anomah Ngu,734986554,Stub
Somalia,Ali Said Raygal,734999538,Stub
Ukraine,Ivan Hrynokh,735021957,Stub
Norway,Mathias Bonsach Krogh,735024132,Stub
Estonia,Ludwig August Mellin,735030447,Stub
Philippines,Nemesio Prudente,735031292,Stub
France,Jean Poldo d'Albenas,735045160,Stub
Norway,Haavard Langseth,735048979,Stub
Burkina Faso,Nayabtigungu Congo Kaboré,735089772,Stub
Philippines,Ramon Durano VI,735092037,Stub
Namibia,Lawrence Sampofu,735098018,Stub
Germany,Thomas Goppel,735099306,Stub
Ukraine,Isaak Kreisberg,735110194,Stub
Finland,Mikko Ampuja,735147671,Stub
Poland,Jan Parys,735157673,Stub
Laos,Samane Viyaket,735167828,Stub
Czech Republic,Karel Domin,735174171,Stub
